title,authors,genre,description,image_url,rating
Into the Labyrinth,"Margaret Weis, Tracy Hickman",Fiction,"A compelling Fiction novel by Margaret Weis, Tracy Hickman. 'Into the Labyrinth' has captivated readers with its engaging narrative and deep character development. Rated 4.09 stars on Goodreads.",https://images.gr-assets.com/books/1327837279m/28484.jpg,4.09
Day by Day Armageddon,J.L. Bourne,Mystery,A compelling Mystery novel by J.L. Bourne. 'Day by Day Armageddon' has captivated readers with its engaging narrative and deep character development. Rated 4.01 stars on Goodreads.,https://images.gr-assets.com/books/1474936945m/74821.jpg,4.01
,"Stan Berenstain, Jan Berenstain",Fiction,"A compelling Fiction novel by Stan Berenstain, Jan Berenstain. '' has captivated readers with its engaging narrative and deep character development. Rated 4.19 stars on Goodreads.",https://images.gr-assets.com/books/1344369313m/1129315.jpg,4.19
,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",History,"A compelling History novel by Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino. '' has captivated readers with its engaging narrative and deep character development. Rated 4.34 stars on Goodreads.",https://images.gr-assets.com/books/1320441659m/6907672.jpg,4.34
Sundiver,David Brin,Thriller,A compelling Thriller novel by David Brin. 'Sundiver' has captivated readers with its engaging narrative and deep character development. Rated 3.65 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.65
Moab Is My Washpot,Stephen Fry,Thriller,A compelling Thriller novel by Stephen Fry. 'Moab Is My Washpot' has captivated readers with its engaging narrative and deep character development. Rated 3.98 stars on Goodreads.,https://images.gr-assets.com/books/1327963490m/66857.jpg,3.98
Hardline,Meredith Wild,History,A compelling History novel by Meredith Wild. 'Hardline' has captivated readers with its engaging narrative and deep character development. Rated 4.26 stars on Goodreads.,https://images.gr-assets.com/books/1402463128m/22454958.jpg,4.26
Eyes of Prey,John Sandford,History,A compelling History novel by John Sandford. 'Eyes of Prey' has captivated readers with its engaging narrative and deep character development. Rated 4.18 stars on Goodreads.,https://images.gr-assets.com/books/1400408527m/37297.jpg,4.18
,Peter Lerangis,Business,A compelling Business novel by Peter Lerangis. '' has captivated readers with its engaging narrative and deep character development. Rated 4.16 stars on Goodreads.,https://images.gr-assets.com/books/1331686275m/11512688.jpg,4.16
Kissing Coffins,Ellen Schreiber,Fiction,A compelling Fiction novel by Ellen Schreiber. 'Kissing Coffins' has captivated readers with its engaging narrative and deep character development. Rated 3.87 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.87
WAR,Sebastian Junger,Thriller,A compelling Thriller novel by Sebastian Junger. 'WAR' has captivated readers with its engaging narrative and deep character development. Rated 4.22 stars on Goodreads.,https://images.gr-assets.com/books/1344271278m/7519640.jpg,4.22
Where Things Come Back,John Corey Whaley,Fiction,A compelling Fiction novel by John Corey Whaley. 'Where Things Come Back' has captivated readers with its engaging narrative and deep character development. Rated 3.81 stars on Goodreads.,https://images.gr-assets.com/books/1330581469m/8563789.jpg,3.81
A Wedding in December,Anita Shreve,Business,A compelling Business novel by Anita Shreve. 'A Wedding in December' has captivated readers with its engaging narrative and deep character development. Rated 3.08 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.08
Big Bang: The Origin of the Universe,Simon Singh,Biography,A compelling Biography novel by Simon Singh. 'Big Bang: The Origin of the Universe' has captivated readers with its engaging narrative and deep character development. Rated 4.14 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.14
"The League of Extraordinary Gentlemen, Vol. 2","Alan Moore, Kevin O'Neill",Business,"A compelling Business novel by Alan Moore, Kevin O'Neill. 'The League of Extraordinary Gentlemen, Vol. 2' has captivated readers with its engaging narrative and deep character development. Rated 3.94 stars on Goodreads.",https://images.gr-assets.com/books/1327904678m/107007.jpg,3.94
Birds of a Feather,Jacqueline Winspear,Biography,A compelling Biography novel by Jacqueline Winspear. 'Birds of a Feather' has captivated readers with its engaging narrative and deep character development. Rated 3.95 stars on Goodreads.,https://images.gr-assets.com/books/1386728383m/83083.jpg,3.95
You Can Win,Shiv Khera,Romance,A compelling Romance novel by Shiv Khera. 'You Can Win' has captivated readers with its engaging narrative and deep character development. Rated 3.83 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.83
The Outcasts,John Flanagan,Mystery,A compelling Mystery novel by John Flanagan. 'The Outcasts' has captivated readers with its engaging narrative and deep character development. Rated 4.37 stars on Goodreads.,https://images.gr-assets.com/books/1327968303m/10551947.jpg,4.37
Storia della bruttezza,Umberto Eco,Mystery,A compelling Mystery novel by Umberto Eco. 'Storia della bruttezza' has captivated readers with its engaging narrative and deep character development. Rated 3.88 stars on Goodreads.,https://images.gr-assets.com/books/1320443510m/520738.jpg,3.88
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Fantasy,A compelling Fantasy novel by Leil Lowndes. 'How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships' has captivated readers with its engaging narrative and deep character development. Rated 3.8 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.8
名探偵コナン 1,Gosho Aoyama,Science Fiction,A compelling Science Fiction novel by Gosho Aoyama. '名探偵コナン 1' has captivated readers with its engaging narrative and deep character development. Rated 4.36 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.36
The Abolition of Man,C.S. Lewis,Science Fiction,A compelling Science Fiction novel by C.S. Lewis. 'The Abolition of Man' has captivated readers with its engaging narrative and deep character development. Rated 4.07 stars on Goodreads.,https://images.gr-assets.com/books/1418843138m/79428.jpg,4.07
Yu Yu Hakusho,Yoshihiro Togashi,Business,A compelling Business novel by Yoshihiro Togashi. 'Yu Yu Hakusho' has captivated readers with its engaging narrative and deep character development. Rated 4.29 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.29
,Philippa Gregory,Mystery,A compelling Mystery novel by Philippa Gregory. '' has captivated readers with its engaging narrative and deep character development. Rated 3.98 stars on Goodreads.,https://images.gr-assets.com/books/1405267460m/15849910.jpg,3.98
Shaman's Crossing,Robin Hobb,History,A compelling History novel by Robin Hobb. 'Shaman's Crossing' has captivated readers with its engaging narrative and deep character development. Rated 3.42 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.42
Gods in Alabama,Joshilyn Jackson,Science Fiction,A compelling Science Fiction novel by Joshilyn Jackson. 'Gods in Alabama' has captivated readers with its engaging narrative and deep character development. Rated 3.86 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.86
U Is for Undertow,Sue Grafton,Mystery,A compelling Mystery novel by Sue Grafton. 'U Is for Undertow' has captivated readers with its engaging narrative and deep character development. Rated 3.93 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.93
Passage to Dawn,R.A. Salvatore,Mystery,A compelling Mystery novel by R.A. Salvatore. 'Passage to Dawn' has captivated readers with its engaging narrative and deep character development. Rated 4.07 stars on Goodreads.,https://images.gr-assets.com/books/1312023199m/111023.jpg,4.07
"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",L.A. Meyer,History,"A compelling History novel by L.A. Meyer. 'Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy' has captivated readers with its engaging narrative and deep character development. Rated 4.11 stars on Goodreads.",https://images.gr-assets.com/books/1392868382m/295649.jpg,4.11
Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,History,A compelling History novel by Phil Knight. 'Shoe Dog: A Memoir by the Creator of Nike' has captivated readers with its engaging narrative and deep character development. Rated 4.46 stars on Goodreads.,https://images.gr-assets.com/books/1457284880m/27220736.jpg,4.46
,Paul Pilkington,Biography,A compelling Biography novel by Paul Pilkington. '' has captivated readers with its engaging narrative and deep character development. Rated 3.39 stars on Goodreads.,https://images.gr-assets.com/books/1328103463m/11981168.jpg,3.39
Survivor in Death,J.D. Robb,Thriller,A compelling Thriller novel by J.D. Robb. 'Survivor in Death' has captivated readers with its engaging narrative and deep character development. Rated 4.38 stars on Goodreads.,https://images.gr-assets.com/books/1298296888m/109367.jpg,4.38
Figure Drawing for All It's Worth,Andrew Loomis,Fiction,A compelling Fiction novel by Andrew Loomis. 'Figure Drawing for All It's Worth' has captivated readers with its engaging narrative and deep character development. Rated 3.99 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.99
Affinity,Sarah Waters,Romance,A compelling Romance novel by Sarah Waters. 'Affinity' has captivated readers with its engaging narrative and deep character development. Rated 3.73 stars on Goodreads.,https://images.gr-assets.com/books/1328087803m/72929.jpg,3.73
The Water is Wide,Pat Conroy,History,A compelling History novel by Pat Conroy. 'The Water is Wide' has captivated readers with its engaging narrative and deep character development. Rated 4.09 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.09
Iceberg,Clive Cussler,Romance,A compelling Romance novel by Clive Cussler. 'Iceberg' has captivated readers with its engaging narrative and deep character development. Rated 3.83 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.83
The Authoritative Calvin and Hobbes,Bill Watterson,Thriller,A compelling Thriller novel by Bill Watterson. 'The Authoritative Calvin and Hobbes' has captivated readers with its engaging narrative and deep character development. Rated 4.73 stars on Goodreads.,https://images.gr-assets.com/books/1391114055m/59715.jpg,4.73
Cloudstreet,Tim Winton,Fiction,A compelling Fiction novel by Tim Winton. 'Cloudstreet' has captivated readers with its engaging narrative and deep character development. Rated 3.97 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.97
The Girl Next Door,Jack Ketchum,Fiction,A compelling Fiction novel by Jack Ketchum. 'The Girl Next Door' has captivated readers with its engaging narrative and deep character development. Rated 3.95 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.95
A Separate Reality,Carlos Castaneda,Biography,A compelling Biography novel by Carlos Castaneda. 'A Separate Reality' has captivated readers with its engaging narrative and deep character development. Rated 4.06 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.06
Out  アウト,"Natsuo Kirino, Stephen Snyder",History,"A compelling History novel by Natsuo Kirino, Stephen Snyder. 'Out  アウト' has captivated readers with its engaging narrative and deep character development. Rated 3.93 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,3.93
Tom's Midnight Garden,"Philippa Pearce, Susan Einzig",Fantasy,"A compelling Fantasy novel by Philippa Pearce, Susan Einzig. 'Tom's Midnight Garden' has captivated readers with its engaging narrative and deep character development. Rated 4.05 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,4.05
Murder of Crows,Anne Bishop,Business,A compelling Business novel by Anne Bishop. 'Murder of Crows' has captivated readers with its engaging narrative and deep character development. Rated 4.31 stars on Goodreads.,https://images.gr-assets.com/books/1371752568m/17563080.jpg,4.31
,"Cassandra Clare, Sarah Rees Brennan",Business,"A compelling Business novel by Cassandra Clare, Sarah Rees Brennan. '' has captivated readers with its engaging narrative and deep character development. Rated 3.74 stars on Goodreads.",https://images.gr-assets.com/books/1366745722m/17334079.jpg,3.74
,Kevin Stein,Fiction,A compelling Fiction novel by Kevin Stein. '' has captivated readers with its engaging narrative and deep character development. Rated 4.08 stars on Goodreads.,https://images.gr-assets.com/books/1312057416m/92871.jpg,4.08
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David  Perlmutter, Kristin Loberg",Biography,"A compelling Biography novel by David  Perlmutter, Kristin Loberg. 'Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers' has captivated readers with its engaging narrative and deep character development. Rated 3.88 stars on Goodreads.",https://images.gr-assets.com/books/1395680212m/17333302.jpg,3.88
Pilgrim at Tinker Creek,Annie Dillard,Fiction,A compelling Fiction novel by Annie Dillard. 'Pilgrim at Tinker Creek' has captivated readers with its engaging narrative and deep character development. Rated 4.1 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.1
Prince of the Blood,Raymond E. Feist,Thriller,A compelling Thriller novel by Raymond E. Feist. 'Prince of the Blood' has captivated readers with its engaging narrative and deep character development. Rated 3.94 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.94
The Courts of Chaos,Roger Zelazny,Science Fiction,A compelling Science Fiction novel by Roger Zelazny. 'The Courts of Chaos' has captivated readers with its engaging narrative and deep character development. Rated 4.19 stars on Goodreads.,https://images.gr-assets.com/books/1417786728m/359581.jpg,4.19
"Why Nations Fail: The Origins of Power, Prosperity, and Poverty","Daron Acemoğlu, James A. Robinson",History,"A compelling History novel by Daron Acemoğlu, James A. Robinson. 'Why Nations Fail: The Origins of Power, Prosperity, and Poverty' has captivated readers with its engaging narrative and deep character development. Rated 3.99 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,3.99
El Zorro,"Isabel Allende, Margaret Sayers Peden",History,"A compelling History novel by Isabel Allende, Margaret Sayers Peden. 'El Zorro' has captivated readers with its engaging narrative and deep character development. Rated 3.75 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,3.75
The Introvert Advantage: How to Thrive in an Extrovert World,Marti Olsen Laney,Fantasy,A compelling Fantasy novel by Marti Olsen Laney. 'The Introvert Advantage: How to Thrive in an Extrovert World' has captivated readers with its engaging narrative and deep character development. Rated 3.88 stars on Goodreads.,https://images.gr-assets.com/books/1348042078m/49322.jpg,3.88
Preacher: Dixie Fried,"Garth Ennis, Steve Dillon",Mystery,"A compelling Mystery novel by Garth Ennis, Steve Dillon. 'Preacher: Dixie Fried' has captivated readers with its engaging narrative and deep character development. Rated 4.29 stars on Goodreads.",https://images.gr-assets.com/books/1309916427m/102956.jpg,4.29
The Rainbow,"D.H. Lawrence, Daphne Merkin",Fiction,"A compelling Fiction novel by D.H. Lawrence, Daphne Merkin. 'The Rainbow' has captivated readers with its engaging narrative and deep character development. Rated 3.67 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,3.67
The Capture,Kathryn Lasky,Fiction,A compelling Fiction novel by Kathryn Lasky. 'The Capture' has captivated readers with its engaging narrative and deep character development. Rated 3.88 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.88
Why We Get Fat: And What to Do about It,Gary Taubes,History,A compelling History novel by Gary Taubes. 'Why We Get Fat: And What to Do about It' has captivated readers with its engaging narrative and deep character development. Rated 4.04 stars on Goodreads.,https://images.gr-assets.com/books/1320563681m/8727466.jpg,4.04
T is for Trespass,Sue Grafton,Thriller,A compelling Thriller novel by Sue Grafton. 'T is for Trespass' has captivated readers with its engaging narrative and deep character development. Rated 3.91 stars on Goodreads.,https://images.gr-assets.com/books/1266546923m/410445.jpg,3.91
Preacher: Ancient History,"Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case",History,"A compelling History novel by Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case. 'Preacher: Ancient History' has captivated readers with its engaging narrative and deep character development. Rated 4.25 stars on Goodreads.",https://images.gr-assets.com/books/1309916054m/95395.jpg,4.25
The Great Influenza: The Epic Story of the Deadliest Plague in History,John M. Barry,History,A compelling History novel by John M. Barry. 'The Great Influenza: The Epic Story of the Deadliest Plague in History' has captivated readers with its engaging narrative and deep character development. Rated 3.95 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.95
The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,"Paul Hattaway, Brother Yun",Fantasy,"A compelling Fantasy novel by Paul Hattaway, Brother Yun. 'The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun' has captivated readers with its engaging narrative and deep character development. Rated 4.33 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,4.33
Prince of Fools,Mark  Lawrence,Fiction,A compelling Fiction novel by Mark  Lawrence. 'Prince of Fools' has captivated readers with its engaging narrative and deep character development. Rated 4.07 stars on Goodreads.,https://images.gr-assets.com/books/1385072473m/18693743.jpg,4.07
Herzog,"Saul Bellow, Philip Roth",Business,"A compelling Business novel by Saul Bellow, Philip Roth. 'Herzog' has captivated readers with its engaging narrative and deep character development. Rated 3.79 stars on Goodreads.",https://images.gr-assets.com/books/1386924221m/6551.jpg,3.79
UnSouled,Neal Shusterman,Fantasy,A compelling Fantasy novel by Neal Shusterman. 'UnSouled' has captivated readers with its engaging narrative and deep character development. Rated 4.23 stars on Goodreads.,https://images.gr-assets.com/books/1378899523m/12792658.jpg,4.23
The Miracle of Mindfulness: A Manual on Meditation,Thich Nhat Hanh,Fiction,A compelling Fiction novel by Thich Nhat Hanh. 'The Miracle of Mindfulness: A Manual on Meditation' has captivated readers with its engaging narrative and deep character development. Rated 4.26 stars on Goodreads.,https://images.gr-assets.com/books/1320448079m/95747.jpg,4.26
David Gets in Trouble,David Shannon,Mystery,A compelling Mystery novel by David Shannon. 'David Gets in Trouble' has captivated readers with its engaging narrative and deep character development. Rated 4.22 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.22
The Face Of Deception,Iris Johansen,Fantasy,A compelling Fantasy novel by Iris Johansen. 'The Face Of Deception' has captivated readers with its engaging narrative and deep character development. Rated 4.07 stars on Goodreads.,https://images.gr-assets.com/books/1314902854m/272264.jpg,4.07
The Language Instinct: How the Mind Creates Language,Steven Pinker,Biography,A compelling Biography novel by Steven Pinker. 'The Language Instinct: How the Mind Creates Language' has captivated readers with its engaging narrative and deep character development. Rated 4.05 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.05
Descent,Tim Johnston,Science Fiction,A compelling Science Fiction novel by Tim Johnston. 'Descent' has captivated readers with its engaging narrative and deep character development. Rated 3.59 stars on Goodreads.,https://images.gr-assets.com/books/1410170967m/20312459.jpg,3.59
"Black Cat, Volume 1",Kentaro Yabuki,Thriller,"A compelling Thriller novel by Kentaro Yabuki. 'Black Cat, Volume 1' has captivated readers with its engaging narrative and deep character development. Rated 4.08 stars on Goodreads.",https://images.gr-assets.com/books/1399825755m/780845.jpg,4.08
Dare Me,Megan Abbott,Business,A compelling Business novel by Megan Abbott. 'Dare Me' has captivated readers with its engaging narrative and deep character development. Rated 3.23 stars on Goodreads.,https://images.gr-assets.com/books/1342214694m/12982393.jpg,3.23
Last Breath,Rachel Caine,Biography,A compelling Biography novel by Rachel Caine. 'Last Breath' has captivated readers with its engaging narrative and deep character development. Rated 4.32 stars on Goodreads.,https://images.gr-assets.com/books/1327900044m/10549501.jpg,4.32
عمارة يعقوبيان,"Alaa Al Aswany, علاء الأسواني",Romance,"A compelling Romance novel by Alaa Al Aswany, علاء الأسواني. 'عمارة يعقوبيان' has captivated readers with its engaging narrative and deep character development. Rated 3.65 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,3.65
Martha Stewart's Cookies,"Martha Stewart, Victor Schrager",Thriller,"A compelling Thriller novel by Martha Stewart, Victor Schrager. 'Martha Stewart's Cookies' has captivated readers with its engaging narrative and deep character development. Rated 4.04 stars on Goodreads.",https://images.gr-assets.com/books/1320457250m/2176873.jpg,4.04
Pardonable Lies,Jacqueline Winspear,Fantasy,A compelling Fantasy novel by Jacqueline Winspear. 'Pardonable Lies' has captivated readers with its engaging narrative and deep character development. Rated 4.09 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.09
The Frog Princess,E.D. Baker,Biography,A compelling Biography novel by E.D. Baker. 'The Frog Princess' has captivated readers with its engaging narrative and deep character development. Rated 3.81 stars on Goodreads.,https://images.gr-assets.com/books/1397766099m/65091.jpg,3.81
Twelve Angry Men,"Reginald Rose, David Mamet",Mystery,"A compelling Mystery novel by Reginald Rose, David Mamet. 'Twelve Angry Men' has captivated readers with its engaging narrative and deep character development. Rated 4.07 stars on Goodreads.",https://images.gr-assets.com/books/1327910292m/29034.jpg,4.07
Batman: Whatever Happened to the Caped Crusader?,"Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham",Fantasy,"A compelling Fantasy novel by Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham. 'Batman: Whatever Happened to the Caped Crusader?' has captivated readers with its engaging narrative and deep character development. Rated 3.97 stars on Goodreads.",https://images.gr-assets.com/books/1484915793m/5599692.jpg,3.97
The Pioneer Woman: Black Heels to Tractor Wheels,Ree Drummond,Mystery,A compelling Mystery novel by Ree Drummond. 'The Pioneer Woman: Black Heels to Tractor Wheels' has captivated readers with its engaging narrative and deep character development. Rated 3.81 stars on Goodreads.,https://images.gr-assets.com/books/1327898663m/8483233.jpg,3.81
Swimmy,Leo Lionni,Fiction,A compelling Fiction novel by Leo Lionni. 'Swimmy' has captivated readers with its engaging narrative and deep character development. Rated 4.13 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.13
Babbitt,Sinclair Lewis,Thriller,A compelling Thriller novel by Sinclair Lewis. 'Babbitt' has captivated readers with its engaging narrative and deep character development. Rated 3.64 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.64
Suttree,Cormac McCarthy,Fantasy,A compelling Fantasy novel by Cormac McCarthy. 'Suttree' has captivated readers with its engaging narrative and deep character development. Rated 4.18 stars on Goodreads.,https://images.gr-assets.com/books/1397600192m/394469.jpg,4.18
Love Bites,Ellen Schreiber,Science Fiction,A compelling Science Fiction novel by Ellen Schreiber. 'Love Bites' has captivated readers with its engaging narrative and deep character development. Rated 4.13 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.13
The Gathering,Anne Enright,Biography,A compelling Biography novel by Anne Enright. 'The Gathering' has captivated readers with its engaging narrative and deep character development. Rated 3.04 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.04
sTORI Telling,Tori Spelling,History,A compelling History novel by Tori Spelling. 'sTORI Telling' has captivated readers with its engaging narrative and deep character development. Rated 3.62 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.62
Cross My Heart,James Patterson,Biography,A compelling Biography novel by James Patterson. 'Cross My Heart' has captivated readers with its engaging narrative and deep character development. Rated 4.03 stars on Goodreads.,https://images.gr-assets.com/books/1410755815m/17333277.jpg,4.03
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,Mystery,A compelling Mystery novel by Jonathan Haidt. 'The Righteous Mind: Why Good People Are Divided by Politics and Religion' has captivated readers with its engaging narrative and deep character development. Rated 4.16 stars on Goodreads.,https://images.gr-assets.com/books/1351393217m/11324722.jpg,4.16
Lady Friday,Garth Nix,Fantasy,A compelling Fantasy novel by Garth Nix. 'Lady Friday' has captivated readers with its engaging narrative and deep character development. Rated 3.91 stars on Goodreads.,https://images.gr-assets.com/books/1304528767m/17206.jpg,3.91
Rock Chick Rescue,Kristen Ashley,Fiction,A compelling Fiction novel by Kristen Ashley. 'Rock Chick Rescue' has captivated readers with its engaging narrative and deep character development. Rated 4.31 stars on Goodreads.,https://images.gr-assets.com/books/1416398897m/7405450.jpg,4.31
Clockworks,"Joe Hill, Gabriel Rodríguez",Mystery,"A compelling Mystery novel by Joe Hill, Gabriel Rodríguez. 'Clockworks' has captivated readers with its engaging narrative and deep character development. Rated 4.5 stars on Goodreads.",https://images.gr-assets.com/books/1343848792m/13490570.jpg,4.5
Every Soul A Star,Wendy Mass,Science Fiction,A compelling Science Fiction novel by Wendy Mass. 'Every Soul A Star' has captivated readers with its engaging narrative and deep character development. Rated 4.1 stars on Goodreads.,https://images.gr-assets.com/books/1330221785m/3223761.jpg,4.1
Jesus Land : A Memoir,Julia Scheeres,Romance,A compelling Romance novel by Julia Scheeres. 'Jesus Land : A Memoir' has captivated readers with its engaging narrative and deep character development. Rated 3.97 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.97
Flotsam,David Wiesner,Business,A compelling Business novel by David Wiesner. 'Flotsam' has captivated readers with its engaging narrative and deep character development. Rated 4.28 stars on Goodreads.,https://images.gr-assets.com/books/1381052967m/138070.jpg,4.28
Silent Scream,Angela Marsons,Mystery,A compelling Mystery novel by Angela Marsons. 'Silent Scream' has captivated readers with its engaging narrative and deep character development. Rated 4.02 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.02
The Lion & the Mouse,Jerry Pinkney,History,A compelling History novel by Jerry Pinkney. 'The Lion & the Mouse' has captivated readers with its engaging narrative and deep character development. Rated 4.23 stars on Goodreads.,https://images.gr-assets.com/books/1259865825m/6534132.jpg,4.23
The Collected Poems of Langston Hughes,Langston Hughes,Mystery,A compelling Mystery novel by Langston Hughes. 'The Collected Poems of Langston Hughes' has captivated readers with its engaging narrative and deep character development. Rated 4.32 stars on Goodreads.,https://images.gr-assets.com/books/1367492866m/133906.jpg,4.32
Girl of Nightmares,Kendare Blake,Biography,A compelling Biography novel by Kendare Blake. 'Girl of Nightmares' has captivated readers with its engaging narrative and deep character development. Rated 3.9 stars on Goodreads.,https://images.gr-assets.com/books/1344463840m/12507214.jpg,3.9
,Lois McMaster Bujold,Fantasy,A compelling Fantasy novel by Lois McMaster Bujold. '' has captivated readers with its engaging narrative and deep character development. Rated 4.31 stars on Goodreads.,https://images.gr-assets.com/books/1397151220m/61905.jpg,4.31
Heart no Kuni no Alice,"QuinRose, Soumei Hoshino",Business,"A compelling Business novel by QuinRose, Soumei Hoshino. 'Heart no Kuni no Alice' has captivated readers with its engaging narrative and deep character development. Rated 4.21 stars on Goodreads.",https://placehold.co/400x600?text=No+Cover,4.21
Lord of the Shadows,Darren Shan,Thriller,A compelling Thriller novel by Darren Shan. 'Lord of the Shadows' has captivated readers with its engaging narrative and deep character development. Rated 4.22 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.22
Elric of Melniboné,Michael Moorcock,Fantasy,A compelling Fantasy novel by Michael Moorcock. 'Elric of Melniboné' has captivated readers with its engaging narrative and deep character development. Rated 3.89 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.89
The Endurance: Shackleton's legendary Antarctic expedition,Caroline Alexander,Fantasy,A compelling Fantasy novel by Caroline Alexander. 'The Endurance: Shackleton's legendary Antarctic expedition' has captivated readers with its engaging narrative and deep character development. Rated 4.31 stars on Goodreads.,https://images.gr-assets.com/books/1320487170m/537375.jpg,4.31
,Wendy Mass,Science Fiction,A compelling Science Fiction novel by Wendy Mass. '' has captivated readers with its engaging narrative and deep character development. Rated 4.31 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,4.31
Winnie the Pooh and Tigger Too,Walt Disney Company,Romance,A compelling Romance novel by Walt Disney Company. 'Winnie the Pooh and Tigger Too' has captivated readers with its engaging narrative and deep character development. Rated 4.39 stars on Goodreads.,https://images.gr-assets.com/books/1329390079m/2617684.jpg,4.39
,Jay McLean,Science Fiction,A compelling Science Fiction novel by Jay McLean. '' has captivated readers with its engaging narrative and deep character development. Rated 4.15 stars on Goodreads.,https://images.gr-assets.com/books/1375710763m/18285151.jpg,4.15
The Fury,L.J. Smith,Science Fiction,A compelling Science Fiction novel by L.J. Smith. 'The Fury' has captivated readers with its engaging narrative and deep character development. Rated 3.55 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.55
Hamilton: The Revolution,"Lin-Manuel Miranda, Jeremy McCarter",Mystery,"A compelling Mystery novel by Lin-Manuel Miranda, Jeremy McCarter. 'Hamilton: The Revolution' has captivated readers with its engaging narrative and deep character development. Rated 4.47 stars on Goodreads.",https://images.gr-assets.com/books/1451400644m/26200563.jpg,4.47
Shelter,Harlan Coben,Science Fiction,A compelling Science Fiction novel by Harlan Coben. 'Shelter' has captivated readers with its engaging narrative and deep character development. Rated 3.92 stars on Goodreads.,https://placehold.co/400x600?text=No+Cover,3.92
,"Gregory Maguire, Douglas Smith",Fantasy,"A compelling Fantasy novel by Gregory Maguire, Douglas Smith. '' has captivated readers with its engaging narrative and deep character development. Rated 3.84 stars on Goodreads.",https://images.gr-assets.com/books/1370992585m/10594929.jpg,3.84
